zips/2024120530/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Coalinga Perimeter Trail_Public Review Draft IS-MND_121224_flt.PDF:California jewelflower (Caulanthus californicus; Federal Endangered [FE], State
zips/2024120530/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Coalinga Perimeter Trail_Public Review Draft IS-MND_121224_flt.PDF:San Joaquin wooly-threads (Monolopia congdonii; FE, SE, CRPR 1B.2). This species
zips/2024120530/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Coalinga Perimeter Trail_Public Review Draft IS-MND_121224_flt.PDF:Lost Hills crownscale (Atriplex coronata var. vallicola; CRPR 1B.2). This species typically
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Cambria morning-glory (Calystegia subacaulis ssp. episcopalis)
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:San Luis Obispo owl’s-clover (Castilleja densiflora var. obispoensis)
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Jones’ layia (Layia jonesii)
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Congdon’s tarplant (Centromadia parryi ssp. congdonii)
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chorro Creek bog thistle (Cirsium fontinale var. obispoense)
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:adobe sanicle (Sanicula maritima)
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:saline clover (Trifolium hydrophilum)
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:(Schinus molle), Monterey pine (Pinus radiata), coast live oak (Quercus agrifolia), olive (Olea
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:europea), Santa Cruz island ironwood (Lyonothamnus floribundus ssp. aspleniifolius), wattle (Acacia
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Abronia maritima
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Agrostis hooveri
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Amsinckia douglasiana
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arctostaphylos luciana
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arctostaphylos morroensis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arctostaphylos obispoensis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arctostaphylos osoensis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arctostaphylos pechoensis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arctostaphylos pilosula
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arctostaphylos rudis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arctostaphylos tomentosa ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Arenaria paludicola
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Aspidotis carlotta-halliae
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Astragalus didymocarpus var.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Astragalus nuttallii var. nuttallii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Calochortus clavatus var. clavatus
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Calochortus obispoensis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Calochortus simulans
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Calystegia subacaulis ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Camissoniopsis hardhamiae
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Carex obispoensis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Castilleja densiflora var.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Ceanothus cuneatus var.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Ceanothus impressus var.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Ceanothus thyrsiflorus var.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Centromadia parryi ssp. congdonii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Cercocarpus betuloides var.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Atriplex coulteri
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Calandrinia breweri
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chloropyron maritimum ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chloropyron maritimum ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chorizanthe aphanantha
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chorizanthe breweri
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chorizanthe douglasii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chorizanthe palmeri
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chorizanthe rectispina
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chorizanthe ventricosa
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Cirsium fontinale var. obispoense
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Cirsium occidentale var. lucianum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Cirsium rhothophilum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Cirsium scariosum var. loncholepis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Cladium californicum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Cladonia firma
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chenopodium littoreum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Chlorogalum pomeridianum var.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Clarkia speciosa ssp. immaculata
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Clinopodium mimuloides
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Deinandra paniculata
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Delphinium hutchinsoniae
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Delphinium parryi ssp. blochmaniae
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Delphinium parryi ssp. eastwoodiae
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Delphinium umbraculorum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Dithyrea maritima
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Dudleya abramsii ssp. bettinae
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Dudleya abramsii ssp. murina
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Dudleya blochmaniae ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Eleocharis parvula
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Eriastrum luteum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Erigeron blochmaniae
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Erigeron sanctarum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Erysimum capitatum var.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Erysimum suffrutescens
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Erythranthe serpentinicola
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Eschscholzia hypecoides
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Extriplex joaquinana
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Fritillaria agrestis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Fritillaria ojaiensis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Galium cliftonsmithii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Gilia tenuiflora ssp. amplifaucalis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Grindelia hirsutula var. maritima
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Horkelia cuneata var. puberula
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Horkelia cuneata var. sericea
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Horkelia yadonii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Juncus acutus ssp. leopoldii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Eriodictyon altissimum
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Eryngium aristulatum var. hooveri
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Lasthenia californica ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Lasthenia glabrata ssp. coulteri
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Lasthenia leptalea
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Layia erubescens
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Layia jonesii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Leptosiphon grandiflorus
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Lessingia tenuis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Linanthus californicus ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Lomatium parvifolium
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Lupinus ludovicianus
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Lupinus nipomensis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Malacothamnus gracilis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Malacothamnus jonesii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Malacothrix incana
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Monardella sinuata ssp. sinuata
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Monardella undulata ssp. crispa
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Monardella undulata ssp. undulata
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Monolopia gracilens
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Mucronea californica
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Muhlenbergia utilis
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Nasturtium gambelii
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Navarretia nigelliformis ssp.
zips/2024120528/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Groundwater Contamination Characterization Project IS-MND_Public compiled.PDF:Nemacaulis denudata var.
